getuid32,getpid,epoll_wait,ioctl,futex,access,getConnectionInfo,recvfrom,fcntl64,pread64,Class
68,57,512,161,145,10,0,748,16,3,3
29,15,12,54,69,8,0,0,5,21,3
42,30,20,93,117,5,0,13,7,18,3
29,15,12,55,84,12,0,0,5,24,3
38369,38384,40595,1586,6513,22,0,833,91,29,3
19636,19646,23681,941,5339,22,0,1139,98,19,3
29,15,12,53,75,12,0,0,5,24,3
54,43,490,133,120,7,0,776,8,15,3
36,25,17,72,125,12,0,1,6,26,3
74,64,494,176,102,7,0,790,10,17,3
268,251,345,532,304,12,0,353,11,22,3
15210,15221,19511,845,5149,22,0,1146,87,19,3
54,43,439,137,105,10,0,776,8,16,3
42,30,20,100,113,5,0,13,7,18,3
37,24,15,76,104,10,0,1,6,20,3
39,27,21,82,126,15,0,1,6,28,3
113,101,544,258,1565,25,0,776,15,35,3
107,92,551,194,242,5,0,796,11,15,3
19312,19319,23553,925,5403,22,0,1127,95,19,3
107,92,540,200,126,5,0,796,11,15,3
29,15,12,49,84,12,0,0,5,24,3
29,15,12,46,77,8,0,0,5,24,3
19,9,3,30,35,3,0,0,5,1,3
627,643,4205,310,3044,55,0,814,278,28,3
37,25,20,74,116,15,0,1,6,28,3
23,10,3,38,112,5,0,0,5,5,3
43,31,21,114,102,5,0,15,7,37,3
29,15,13,56,63,12,0,0,5,24,3
38,25,18,70,132,17,0,1,6,20,3
29,15,12,55,81,12,0,0,5,24,3
29,15,12,50,206,12,0,0,5,24,3
61,49,57,187,186,15,0,44,7,20,3
29,15,12,51,66,12,0,0,5,24,3
29,15,12,50,91,8,0,0,5,24,3
106,91,529,196,131,5,0,796,11,15,3
29,15,13,47,83,8,0,0,5,24,3
40,36,62,82,483,18,0,0,69,9,3
37016,37032,38795,443,3059,22,0,136,91,25,3
29,15,12,54,64,12,0,0,5,27,3
94,84,517,219,482,7,0,799,12,49,3
42,30,20,105,93,5,0,13,7,18,3
20913,20927,25023,917,5511,35,0,1134,97,18,3
19523,19531,23834,912,5933,22,0,1134,96,19,3
99,89,530,241,85,7,0,810,12,49,3
15770,15787,19968,552,5771,22,0,965,105,19,3
355,338,966,861,250,12,0,1407,12,33,3
20046,20065,21360,768,3846,22,0,389,88,19,3
663,676,4379,269,2803,46,0,821,213,15,3
29,15,12,48,81,8,0,0,5,24,3
60,48,57,189,191,15,0,44,7,20,3
720,734,4411,286,2728,46,0,824,213,15,3
22631,22642,26894,820,5169,22,0,1119,87,19,3
40,27,22,87,137,17,0,1,6,26,3
29,15,12,47,93,8,0,0,5,24,3
19423,19430,23393,370,3560,22,0,795,96,17,3
651,665,4341,293,2882,46,0,840,213,15,3
260,251,857,199,428,9,0,778,24,31,3
29,15,13,54,89,12,0,0,5,24,3
29,15,12,53,70,12,0,0,5,24,3
40,36,63,88,561,18,0,0,69,9,3
15022,15039,19304,813,5727,22,0,1122,105,19,3
49,40,164,144,120,8,0,368,7,23,3
34,24,16,63,136,10,0,1,6,36,3
100,91,542,233,82,7,0,824,12,49,3
631,645,4328,274,3116,46,0,825,213,15,3
101,92,568,234,80,7,0,827,12,49,3
40,36,60,78,464,18,0,0,69,9,3
14642,14653,18610,589,4617,22,0,1123,87,15,3
39,27,21,84,124,15,0,1,6,28,3
668,687,4145,222,2764,44,0,775,196,9,3
29,15,13,52,75,12,0,0,5,24,3
106,91,579,197,145,5,0,796,11,15,3
37,25,18,77,127,15,0,1,6,28,3
29,15,12,54,78,8,0,0,5,24,3
38,25,18,70,114,17,0,1,6,19,3
59,49,57,177,535,10,0,44,7,20,3
44,32,435,104,90,6,0,732,8,8,3
171,172,618,9938,225,5,0,946,17,43,3
22,9,3,35,38,3,0,0,5,27,3
6027,6048,8118,1219,5396,22,0,761,89,34,3
223,224,686,9773,295,5,0,942,17,43,3
29,15,14,54,204,12,0,0,5,24,3
40,36,58,90,560,18,0,0,69,9,3
37,25,18,75,172,15,0,1,6,28,3
43,31,21,106,114,5,0,13,7,37,3
40,36,78,83,590,18,0,0,69,9,3
36,25,18,64,147,12,0,1,6,26,3
37,25,18,82,137,15,0,1,6,28,3
40,36,74,87,532,18,0,0,69,9,3
29,15,12,51,81,12,0,0,5,24,3
24,10,3,65,87,7,0,1,6,36,3
16032,16043,19837,363,3857,39,0,789,91,16,3
38,25,17,77,150,17,0,1,6,26,3
109,94,529,225,133,5,0,799,23,15,3
40,36,57,89,479,18,0,0,69,9,3
40,27,21,90,138,17,0,1,6,26,3
42,30,20,103,101,5,0,13,7,18,3
679,693,4141,271,2819,46,0,836,213,15,3
102,89,546,185,171,5,0,796,11,16,3
35,25,17,67,134,10,0,1,6,22,3
18945,18959,23159,867,5508,22,0,1122,94,19,3
60,48,58,189,508,15,0,44,7,20,3
3629,3664,6131,4034,3806,53,0,3596,237,154,3
40,36,64,81,442,18,0,0,69,9,3
42,30,20,99,78,5,0,13,7,18,3
19393,19403,23483,940,5400,22,0,1146,98,19,3
55,44,475,136,101,10,0,771,8,16,3
36,25,18,66,102,12,0,1,6,20,3
29,15,12,56,64,12,0,0,5,24,3
29,15,12,49,82,12,0,0,5,24,3
34,17,17,62,81,10,0,0,5,24,3
3090,3096,6501,417,3036,38,0,864,94,16,3
19805,19815,23705,369,3672,39,0,783,91,17,3
40,36,66,89,571,18,0,0,69,9,3
40,36,66,89,537,18,0,0,69,9,3
106,91,545,199,191,5,0,796,11,15,3
58,48,57,171,246,10,0,44,7,20,3
36,25,17,66,156,12,0,1,6,20,3
123,129,639,278,386,18,0,805,80,23,3
29,15,12,54,70,12,0,0,5,24,3
485,474,667,981,425,18,0,809,13,41,3
29,15,12,60,75,12,0,0,5,24,3
29,15,12,46,79,8,0,0,5,24,3
91,82,109,200,383,25,0,32,73,19,3
37,25,18,72,134,15,0,1,6,28,3
29,15,13,52,163,12,0,0,5,24,3
33,17,16,71,69,8,0,0,5,25,3
15400,15411,19635,828,5199,22,0,1142,87,19,3
17059,17076,21075,623,5370,22,0,998,102,19,3
51,40,471,125,108,10,0,764,8,16,3
43,31,20,107,102,5,0,13,7,18,3
54,43,483,141,108,10,0,776,8,16,3
9262,9285,13072,647,3255,23,0,1381,95,36,3
40,36,72,95,514,18,0,0,69,9,3
42,30,20,91,112,5,0,13,7,18,3
42,30,20,96,106,5,0,13,7,18,3
42,30,20,96,106,5,0,15,7,18,3
40,36,73,79,535,18,0,0,69,9,3
106,91,540,196,114,5,0,796,11,15,3
106,91,544,201,134,5,0,796,11,15,3
33,17,17,65,90,8,0,0,5,19,3
43,31,21,113,119,5,0,13,7,37,3
29,15,13,47,72,8,0,0,5,24,3
29,15,12,49,81,12,0,0,5,24,3
43,37,450,90,91,5,0,732,9,12,3
80,76,100,170,400,20,0,35,73,21,3
56,45,472,139,113,10,0,779,8,16,3
2774,2779,6198,506,2958,39,0,859,94,25,3
29,15,12,49,86,8,0,0,5,32,3
39,27,20,89,113,15,0,1,6,28,3
21332,21342,25315,385,3748,39,0,804,92,17,3
29,15,12,51,74,8,0,0,5,24,3
234,185,244,1634,52,1,0,420,0,44,3
29,15,12,49,81,12,0,0,5,24,3
233,218,379,507,199,5,0,384,7,12,3
107,92,537,193,131,5,0,795,11,15,3
36,25,17,68,125,12,0,1,6,26,3
29,15,12,49,65,12,0,0,5,24,3
8919,8943,12595,923,2931,23,0,1845,95,36,3
37,25,18,71,128,15,0,1,6,28,3
60,48,55,194,180,15,0,44,7,20,3
36,25,18,69,140,12,0,1,6,26,3
107,92,529,211,112,5,0,796,11,15,3
38,25,18,76,142,17,0,1,6,26,3
18507,18516,22676,912,5220,22,0,1126,98,19,3
106,91,534,202,135,5,0,796,11,15,3
264,253,866,204,404,9,0,770,24,31,3
20514,20529,24579,869,4915,22,0,1143,88,19,3
99,89,515,234,121,7,0,815,12,49,3
36,25,18,65,133,12,0,1,6,26,3
18178,18188,22333,920,5712,22,0,1129,95,19,3
40,36,77,110,567,18,0,0,69,9,3
29,15,12,52,78,12,0,0,5,24,3
42,30,20,90,93,5,0,15,7,18,3
40,36,66,92,507,18,0,0,69,9,3
29,15,13,50,70,12,0,0,5,24,3
19343,19353,23575,896,5528,22,0,1116,98,19,3
29,15,13,52,77,12,0,0,5,24,3
106,91,528,194,134,5,0,796,11,15,3
101,88,558,198,158,5,0,796,10,16,3
232,183,249,1662,249,1,0,388,0,45,3
54,43,471,129,253,10,0,771,8,16,3
44,32,21,106,99,5,0,13,7,37,3
57,46,475,150,105,10,0,779,8,16,3
39,27,22,88,126,15,0,1,6,28,3
25412,25427,29599,852,5421,22,0,1135,88,19,3
106,91,542,203,127,5,0,796,11,15,3
42,30,20,95,283,5,0,13,7,18,3
101,88,522,201,164,5,0,796,11,16,3
259,250,845,194,391,9,0,774,24,31,3
18880,18887,22806,376,3543,22,0,804,95,17,3
29,15,12,50,85,8,0,0,5,24,3
29,15,12,51,86,8,0,0,5,24,3
42,30,20,107,113,5,0,15,7,18,3
29,15,12,50,70,12,0,0,5,24,3
45,34,23,106,112,5,0,16,7,18,3
38,25,18,78,174,17,0,1,6,26,3
40,36,74,79,544,18,0,0,69,9,3
77,67,482,201,109,7,0,806,10,17,3
106,91,552,201,144,5,0,796,11,15,3
38,27,21,78,132,12,0,1,6,26,3
57,46,472,142,165,10,0,784,8,16,3
43,31,21,105,90,5,0,13,7,18,3
106,91,535,193,123,5,0,796,11,15,3
25,18,4,78,140,14,0,1,10,4,3
40,36,55,81,464,18,0,0,69,9,3
689,702,4239,302,2934,46,0,848,213,15,3
24,10,3,56,91,7,0,1,6,36,3
16554,16570,20743,805,6022,22,0,1122,103,19,3
254,246,425,165,472,10,0,43,31,31,3
106,91,551,209,137,5,0,799,23,15,3
40,36,57,91,563,18,0,0,69,9,3
38,25,18,81,185,17,0,1,6,26,3
40,36,68,87,483,18,0,0,69,9,3
29,15,12,49,83,12,0,0,5,24,3
101,88,516,181,178,5,0,796,11,16,3
58,48,57,169,184,10,0,44,7,20,3
723,737,4343,293,2922,46,0,840,213,15,3
38,25,17,72,142,17,0,1,6,26,3
29,15,13,51,85,12,0,0,5,24,3
36,26,21,72,131,10,0,1,6,36,3
32,15,12,64,91,10,0,0,5,24,3
29,15,12,54,85,12,0,0,5,24,3
19086,19096,22990,383,3530,39,0,804,91,17,3
38,25,18,74,1004,17,0,1,6,26,3
9105,9128,12933,722,3123,23,0,1539,95,36,3
19531,19539,23634,911,5296,22,0,1145,96,19,3
29,15,12,54,75,12,0,0,5,24,3
42,30,20,93,73,5,0,13,7,18,3
17913,17923,22118,827,6261,22,0,1142,87,19,3
19841,19851,24142,937,5951,22,0,1134,98,19,3
36,25,17,67,143,12,0,1,6,26,3
37,25,18,75,122,15,0,1,6,28,3
29,15,13,50,78,12,0,0,5,24,3
36,25,17,73,116,12,0,1,6,20,3
255,240,884,152,288,9,0,764,8,31,3
38,25,17,77,992,17,0,1,6,26,3
29,15,12,54,56,12,0,0,5,24,3
37,25,20,79,128,15,0,1,6,28,3
38,25,17,77,163,17,0,1,6,26,3
42,30,20,93,110,5,0,13,7,18,3
29,15,12,50,91,12,0,0,5,24,3
40,36,48,83,450,18,0,0,69,9,3
38,25,18,69,168,17,0,1,6,25,3
101,88,548,196,178,5,0,796,11,17,3
29,15,14,55,89,12,0,0,5,31,3
29,15,12,50,82,8,0,0,5,24,3
10063,10087,13671,604,3114,23,0,1341,95,36,3
505,604,471,2840,221,5,0,391,65,9,3
4323,4345,5498,693,1930,22,0,455,91,28,3
29,15,12,48,84,12,0,0,5,24,3
225,228,700,9815,407,5,0,952,17,43,3
29,15,12,51,91,12,0,0,5,24,3
19672,19681,23849,921,5208,22,0,1138,95,19,3
166,167,578,9900,289,5,0,930,17,43,3
19540,19555,23811,853,5659,22,0,1133,88,19,3
29,15,12,50,81,12,0,0,5,31,3
29,15,12,55,76,12,0,0,5,31,3
29,15,12,51,83,10,0,0,5,24,3
44,32,449,98,87,6,0,732,8,8,3
29,15,12,51,72,8,0,0,5,24,3
17847,17857,21708,342,3570,39,0,766,91,16,3
29,15,12,49,65,8,0,0,5,24,3
55,44,478,143,90,10,0,780,8,16,3
32,15,12,53,68,10,0,0,5,24,3
251,240,834,130,295,7,0,772,8,21,3
17616,17626,21578,386,3718,39,0,795,91,17,3
48,39,157,138,98,8,0,359,7,23,3
60,45,466,159,76,9,0,768,8,32,3
343,333,934,855,433,16,0,1378,12,33,3
36,25,17,64,139,12,0,1,6,26,3
38,25,17,78,183,17,0,1,6,26,3
43,34,22,94,98,9,0,8,8,6,3
20806,20815,24543,363,3667,39,0,772,91,17,3
29,15,12,49,81,12,0,0,5,24,3
29,15,13,58,82,12,0,0,5,24,3
101,88,511,185,197,5,0,796,11,16,3
344,334,990,893,454,16,0,1387,12,33,3
29,15,12,52,76,8,0,0,5,24,3
261,253,889,194,451,10,0,771,32,31,3
99,89,528,242,82,7,0,816,12,49,3
18999,19010,23202,972,5645,22,0,1156,98,19,3
29,15,13,53,67,12,0,0,5,24,3
603,618,4069,349,2825,55,0,834,278,28,3
42,30,20,105,111,5,0,13,7,18,3
230,181,244,1652,62,1,0,380,0,45,3
102,89,519,204,156,5,0,796,10,16,3
100,90,525,239,76,7,0,819,12,49,3
37,25,18,74,117,15,0,1,6,28,3
29,15,12,51,79,8,0,0,5,24,3
95,85,526,232,69,7,0,803,12,49,3
235,186,249,1637,71,1,0,400,0,45,3
41,29,458,97,39,5,0,732,8,13,3
29,15,12,48,71,8,0,0,5,24,3
49,38,463,121,114,10,0,756,8,16,3
29,15,12,48,91,12,0,0,5,24,3
29,15,12,53,79,8,0,0,5,24,3
29,15,12,48,74,12,0,0,5,24,3
103,93,530,254,82,7,0,826,12,49,3
42,30,20,99,92,5,0,13,7,18,3
101,88,554,185,158,5,0,796,11,17,3
2810,2815,6259,500,3166,39,0,872,94,16,3
18416,18425,22559,916,5182,22,0,1116,95,19,3
102,93,574,241,96,7,0,827,12,49,3
55,44,465,132,120,10,0,776,8,16,3
3041,3045,6432,453,2794,39,0,857,94,16,3
649,663,4265,245,2771,46,0,813,213,15,3
248,237,870,129,326,7,0,768,8,21,3
29,15,12,53,71,8,0,0,5,24,3
106,91,537,190,156,5,0,796,11,15,3
58,48,55,176,610,10,0,44,7,20,3
101,88,560,184,195,5,0,796,11,16,3
106,91,548,209,135,5,0,799,23,15,3
42,30,20,99,88,5,0,13,7,18,3
90,80,505,234,352,5,0,790,12,44,3
50,39,482,115,61,5,0,760,8,17,3
40,36,56,86,494,18,0,0,69,9,3
29,15,12,46,82,8,0,0,5,24,3
52,40,34,129,84,7,0,49,7,41,3
106,91,562,190,138,5,0,796,11,15,3
592,605,4281,289,2529,46,0,844,213,15,3
44,32,21,108,110,5,0,13,7,37,3
43,31,20,96,267,5,0,13,7,18,3
29,15,12,55,72,12,0,0,5,24,3
37,25,17,77,152,15,0,1,6,28,3
100,90,524,239,76,7,0,823,12,49,3
4013,3999,6550,7976,521,28,0,9201,16,43,3
258,243,857,168,313,9,0,772,8,31,3
34,17,16,63,90,10,0,0,5,24,3
29,15,13,47,86,10,0,0,5,24,3
52,41,463,132,73,5,0,768,8,17,3
228,231,662,6828,259,5,0,944,17,43,3
42,30,19,99,107,5,0,12,7,18,3
1134,1103,1803,2805,399,8,0,2232,9,56,3
44,33,22,102,105,5,0,16,7,18,3
32,15,12,59,93,10,0,0,5,24,3
17696,17706,21639,393,3555,39,0,792,91,17,3
11470,51,39,17953,3771,16,0,0,8,11,3
38,27,21,80,112,12,0,1,6,26,3
101,88,508,200,158,5,0,796,11,16,3
217,218,681,6838,276,5,0,953,17,43,3
29,15,12,50,85,12,0,0,5,24,3
36,26,20,74,120,10,0,1,6,30,3
29,15,12,49,82,12,0,0,5,24,3
40,36,63,90,488,18,0,0,69,9,3
38,27,21,85,127,12,0,1,6,26,3
41,29,451,84,33,5,0,732,8,14,3
3669,3655,5939,7231,490,28,0,8359,16,43,3
48,37,442,122,92,10,0,752,8,16,3
37,25,19,72,183,15,0,1,6,28,3
46,35,437,101,104,10,0,744,8,16,3
102,89,553,182,154,5,0,796,11,16,3
29,15,13,57,78,12,0,0,5,24,3
29,15,12,58,87,12,0,0,5,24,3
36,25,18,70,133,12,0,1,6,20,3
51,40,34,134,236,5,0,45,7,17,3
17232,17242,21504,910,5583,22,0,1133,95,22,3
29,15,12,47,77,8,0,0,5,24,3
232,235,733,6873,262,5,0,979,17,43,3
7912,7935,11723,742,3190,23,0,1538,95,36,3
241,188,254,1637,88,1,0,376,0,45,3
42,30,20,93,117,5,0,13,7,18,3
42,30,454,90,86,5,0,732,8,12,3
37,25,18,74,132,15,0,1,6,28,3
34,24,14,74,117,8,0,1,6,20,3
705,719,4389,271,2962,46,0,820,215,15,3
36,25,17,65,120,12,0,1,6,26,3
40,36,71,88,576,18,0,0,69,9,3
38,27,21,78,138,12,0,1,6,26,3
29,15,12,49,76,12,0,0,5,24,3
404,393,712,260,126,192,0,65,745,258,3
229,180,249,1600,58,1,0,348,0,46,3
415,400,712,314,139,254,0,66,988,340,3
54,43,478,134,106,10,0,776,8,16,3
36,25,17,69,124,12,0,1,6,26,3
34,24,14,74,113,8,0,1,6,20,3
29,15,12,58,73,12,0,0,5,24,3
29,15,12,51,63,12,0,0,5,24,3
37,25,18,74,117,15,0,1,6,28,3
229,180,244,1627,101,1,0,376,0,45,3
19447,19455,23743,904,5405,22,0,1128,95,19,3
3062,3068,6601,467,2986,38,0,895,94,16,3
656,671,4233,255,2743,46,0,817,213,15,3
19,9,3,31,41,3,0,0,5,1,3
161,154,590,6802,197,5,0,940,16,34,3
40,36,61,83,469,18,0,0,69,9,3
18353,18362,22613,908,5476,22,0,1126,95,19,3
106,91,546,199,138,5,0,796,11,15,3
16345,16362,17633,862,3581,22,0,434,88,19,3
42,30,20,94,113,5,0,13,7,18,3
29,15,12,51,61,12,0,0,5,24,3
40,36,69,88,485,18,0,0,69,9,3
38,25,17,73,153,17,0,1,6,25,3
29,15,13,53,88,8,0,0,5,24,3
43,31,20,103,105,5,0,15,7,18,3
42,30,20,111,93,5,0,13,7,18,3
2677,2683,6229,500,2777,39,0,876,94,16,3
43,31,20,97,122,5,0,13,7,18,3
37,25,17,76,270,15,0,1,6,28,3
19573,19582,23831,942,5576,22,0,1146,95,19,3
51,40,472,122,112,10,0,764,8,16,3
38,27,20,80,143,12,0,1,6,26,3
106,91,546,183,147,5,0,796,11,15,3
59,45,43,168,494,18,0,0,79,15,3
1576,1593,5781,810,6036,22,0,1125,105,19,3
29,15,12,50,87,12,0,0,5,24,3
29,15,12,55,69,12,0,0,5,24,3
42,30,20,96,107,5,0,13,7,18,3
60,48,57,193,221,15,0,44,7,20,3
20669,20678,24952,900,5369,22,0,1133,95,19,3
15444,15455,19636,838,4965,22,0,1143,87,19,3
101,88,529,186,167,5,0,796,11,16,3
29,15,12,50,75,12,0,0,5,24,3
34,24,16,73,130,10,0,1,6,36,3
42,33,152,121,131,8,0,339,7,23,3
29,15,12,50,73,12,0,0,5,27,3
29,15,14,47,93,8,0,0,5,24,3
53,42,487,131,117,10,0,772,8,16,3
106,91,528,186,145,5,0,796,11,15,3
40,36,58,92,581,18,0,0,69,9,3
18868,18876,22768,373,3598,22,0,799,95,17,3
80,77,101,181,374,20,0,35,73,21,3
19344,19352,23480,837,5074,22,0,1100,95,19,3
101,88,518,199,178,5,0,796,11,16,3
41,29,455,95,39,5,0,732,8,14,3
18337,18346,22475,933,5589,22,0,1137,98,19,3
159,161,581,6838,223,5,0,891,17,43,3
29,15,12,56,87,12,0,0,5,31,3
243,226,276,419,287,12,0,249,11,22,3
35,25,18,67,116,10,0,1,6,22,3
29,15,12,47,75,8,0,0,5,24,3
34,24,13,79,102,8,0,1,6,20,3
1498,1482,2529,2351,140,16,0,3338,9,51,3
43,31,20,97,94,5,0,15,7,18,3
42,30,20,102,94,5,0,13,7,18,3
4205,4185,6901,8436,4296,28,0,9673,13,43,3
43,31,20,98,100,5,0,13,7,18,3
81,78,105,188,422,20,0,39,73,21,3
413,402,719,304,142,192,0,95,745,259,3
29,15,12,51,91,12,0,0,5,24,3
43,31,20,101,104,5,0,13,7,18,3
188,191,615,6881,241,5,0,975,17,43,3
34,24,16,62,182,10,0,1,6,24,3
29,15,12,49,86,8,0,0,5,24,3
32,15,13,51,98,10,0,0,5,24,3
39,27,21,82,131,15,0,1,6,28,3
255,244,864,148,308,7,0,788,8,21,3
1562,1578,5871,815,5929,22,0,1129,105,19,3
106,91,559,185,125,5,0,796,11,15,3
29,15,13,51,82,12,0,0,5,24,3
102,89,521,185,158,5,0,796,11,16,3
19933,19944,23912,894,5149,22,0,1113,98,19,3
106,91,551,198,135,5,0,796,11,15,3
29,15,12,48,70,12,0,0,5,24,3
20399,20408,24640,929,5916,22,0,1134,95,19,3
221,222,709,10017,338,5,0,942,17,43,3
20077,20085,24102,918,5525,22,0,1145,95,19,3
29,15,12,50,88,12,0,0,5,24,3
37,25,18,74,290,15,0,1,6,28,3
117,110,567,259,222,5,0,889,9,29,3
29,15,12,50,82,12,0,0,5,27,3
260,249,880,178,399,9,0,758,24,31,3
233,184,259,1675,62,1,0,392,0,45,3
40,27,21,92,129,17,0,1,6,26,3
37,25,17,72,124,15,0,1,6,28,3
94,84,496,223,63,7,0,794,12,49,3
29,15,12,56,81,12,0,0,5,24,3
36,25,18,67,125,12,0,1,6,26,3
29,15,12,54,212,12,0,0,5,24,3
38,27,21,78,86,12,0,1,6,20,3
21141,21149,25300,878,5988,22,0,1129,95,19,3
102,93,523,239,81,7,0,827,12,49,3
15870,15887,17200,797,3549,22,0,408,88,19,3
16253,16270,20515,829,5978,22,0,1145,105,19,3
40,36,60,83,372,18,0,0,69,9,3
24689,24697,28975,837,5724,22,0,1088,95,19,3
29161,29171,33401,921,5524,22,0,1138,95,19,3
32,15,14,55,95,10,0,0,5,24,3
36,25,18,66,127,12,0,1,6,20,3
53,42,454,123,120,10,0,772,8,16,3
36,25,17,69,130,12,0,1,6,26,3
16160,16170,20231,836,5317,22,0,1135,87,19,3
37,25,18,73,117,15,0,1,6,28,3
107,92,565,206,139,5,0,795,11,15,3
29,15,14,49,79,12,0,0,5,24,3
43,31,20,97,106,5,0,13,7,18,3
106,91,554,206,124,5,0,796,10,15,3
41,29,456,93,39,5,0,732,8,13,3
29,15,12,50,72,12,0,0,5,24,3
29,15,12,54,58,12,0,0,5,24,3
21496,21519,25236,1256,3294,23,0,2427,95,36,3
29,15,12,50,76,8,0,0,5,24,3
23429,23439,27487,336,4209,22,0,765,95,17,3
29,15,12,49,77,12,0,0,5,24,3
36,25,18,67,112,12,0,1,6,26,3
40,36,52,78,532,18,0,0,69,9,3
259,250,849,196,414,9,0,778,24,31,3
21746,21757,25481,373,3497,39,0,776,91,17,3
36,25,17,79,115,12,0,1,6,20,3
52,41,491,122,112,10,0,763,8,16,3
29,15,12,55,79,12,0,0,5,24,3
29,15,12,46,75,8,0,0,5,24,3
778,768,1392,746,661,75,0,504,321,105,3
96,86,541,237,106,11,0,819,12,20,3
106,91,538,203,139,5,0,796,11,15,3
263,255,864,209,468,10,0,779,32,31,3
42,30,20,101,99,5,0,13,7,18,3
96,87,511,250,105,11,0,819,12,20,3
15763,15775,19782,823,5213,22,0,1146,87,19,3
38,25,17,74,143,17,0,1,6,19,3
29,15,12,49,83,8,0,0,5,24,3
106,91,568,213,136,5,0,799,23,15,3
29,15,12,50,82,8,0,0,5,24,3
29,15,12,52,65,8,0,0,5,24,3
36,25,18,78,102,12,0,1,6,26,3
106,91,563,197,130,5,0,796,11,15,3
143,142,190,461,958,83,1,96,284,70,3
41,29,453,88,39,5,0,732,8,13,3
42,30,20,107,102,5,0,13,7,18,3
4189,4175,6846,8312,4330,30,0,9605,16,44,3
32,15,12,55,59,10,0,0,5,24,3
40,36,59,83,486,18,0,0,69,9,3
19,9,3,34,44,3,0,0,5,1,3
40,36,68,91,574,18,0,0,69,9,3
34,24,14,75,119,8,0,1,6,20,3
4124,4110,6718,8115,480,30,0,9435,16,44,3
36,25,17,70,145,12,0,1,6,26,3
52,41,483,133,154,5,0,768,8,16,3
54,43,485,148,115,10,0,776,8,16,3
35,24,16,74,144,12,0,1,6,25,3
29,15,12,51,84,8,0,0,5,24,3
101,88,528,184,155,5,0,796,11,16,3
641,655,4169,294,2724,46,0,840,213,15,3
645,659,4309,258,2672,46,0,817,213,15,3
20372,20382,24711,949,5416,39,0,1128,95,19,3
257,242,886,157,297,9,0,768,8,31,3
29,15,12,50,87,12,0,0,5,24,3
37,25,17,73,140,15,0,1,6,28,3
29,15,12,52,88,8,0,0,5,24,3
38,27,22,74,98,12,0,1,6,20,3
34,24,16,62,122,10,0,1,6,24,3
24462,24472,28349,378,3488,39,0,796,91,17,3
80,76,106,169,389,22,0,35,73,21,3
29,15,12,50,78,12,0,0,5,24,3
42,30,20,106,106,5,0,13,7,18,3
32,15,12,54,78,10,0,0,5,24,3
43,31,20,104,106,5,0,15,7,18,3
44,32,467,96,90,6,0,732,8,8,3
166,167,612,9897,227,5,0,921,17,43,3
143,152,679,359,408,18,0,871,79,31,3
42,30,20,96,110,5,0,13,7,18,3
29,15,12,48,85,8,0,0,5,24,3
21056,21066,24886,341,3553,39,0,774,92,16,3
223,174,245,1632,64,1,0,364,0,44,3
42,30,20,94,117,5,0,13,7,18,3
742,756,4386,290,2865,46,0,840,213,15,3
25,10,3,67,86,6,0,1,6,38,3
1899,1911,5536,2392,1925,41,0,3336,189,27,3
33,17,17,63,123,8,0,0,5,19,3
29,15,12,53,86,12,0,0,5,24,3
44,33,22,105,95,5,0,16,7,18,3
29,15,12,46,76,8,0,0,5,24,3
106,91,524,195,154,5,0,796,11,15,3
29,15,12,46,78,8,0,0,5,24,3
25,10,3,51,85,3,0,0,5,23,3
29,15,12,48,78,12,0,0,5,24,3
18470,18477,22657,899,5672,22,0,1143,96,19,3
42,30,20,102,102,5,0,15,7,18,3
29,15,12,51,81,12,0,0,5,24,3
29,15,12,53,200,8,0,0,5,24,3
43,31,20,98,102,5,0,13,7,18,3
240,243,695,6906,665,5,0,971,17,43,3
21016,21026,24929,386,3572,39,0,787,91,17,3
101,88,533,193,171,5,0,796,11,17,3
262,254,867,204,482,10,0,779,32,31,3
31281,31297,33709,1486,6460,22,0,789,91,29,3
95,82,93,161,163,5,0,72,10,16,3
29,15,12,52,77,8,0,0,5,24,3
18612,18619,22692,957,5599,22,0,1142,95,19,3
98,88,526,241,84,7,0,812,12,49,3
20825,20835,24678,361,3804,39,0,776,92,17,3
39,27,21,87,123,15,0,1,6,28,3
29,15,12,52,68,12,0,0,5,24,3
106,91,542,197,118,5,0,796,11,15,3
34,24,16,61,150,10,0,1,6,36,3
29,15,12,46,88,8,0,0,5,24,3
609,623,4122,306,2752,55,0,822,278,28,3
43,31,21,98,104,5,0,13,7,18,3
107,92,551,195,227,5,0,796,11,15,3
42,30,20,104,96,5,0,13,7,18,3
29,15,12,53,60,12,0,0,5,24,3
21056,21064,25177,802,5342,22,0,1067,95,19,3
721,735,4209,262,2774,46,0,816,213,15,3
29,15,12,48,63,12,0,0,5,24,3
20488,20503,24721,787,4999,22,0,1087,88,19,3
37,25,17,75,157,15,0,1,6,28,3
106,91,533,214,133,5,0,799,23,15,3
44,32,20,100,235,5,0,15,7,18,3
106,91,555,194,128,5,0,796,11,15,3
15102,15113,19306,835,5312,22,0,1139,87,19,3
29,15,12,49,72,8,0,0,5,24,3
102,89,557,201,211,5,0,795,11,16,3
36,25,18,65,106,12,0,1,6,20,3
29,15,12,48,73,8,0,0,5,24,3
37,25,18,76,132,15,0,1,6,28,3
20606,20617,24910,941,5442,22,0,1141,95,19,3
73,63,500,190,77,8,0,785,10,15,3
29,15,13,53,79,12,0,0,5,24,3
37,25,18,75,131,15,0,1,6,28,3
